tool,specie,sequencing_id,mrd,depth,batch,precision,recall,f1score
NanoMGT,Staphylococcus aureus,ERR8958843,0.04,220,8,0.515625,0.825,0.6346153846153846
NanoMGT,Staphylococcus aureus,ERR8958843,0.04,220,9,0.546875,0.875,0.6730769230769231
NanoMGT,Staphylococcus aureus,ERR8958843,0.04,220,10,0.5454545454545454,0.9,0.679245283018868
NanoMGT,Escherichia coli,SRR26036455,0.05,220,1,0.0,0.0,0.0
NanoMGT,Escherichia coli,SRR26036455,0.05,220,2,0.0,0.0,0.0
NanoMGT,Escherichia coli,SRR26036455,0.05,220,3,0.4375,0.1707317073170731,0.2456140350877193
NanoMGT,Escherichia coli,SRR26036455,0.05,220,4,0.5909090909090909,0.3170731707317073,0.4126984126984127
NanoMGT,Escherichia coli,SRR26036455,0.05,220,5,0.6551724137931034,0.4634146341463415,0.5428571428571429
NanoMGT,Escherichia coli,SRR26036455,0.05,220,6,0.6764705882352942,0.5609756097560976,0.6133333333333334
NanoMGT,Escherichia coli,SRR26036455,0.05,220,7,0.7222222222222222,0.6341463414634146,0.6753246753246753
NanoMGT,Escherichia coli,SRR26036455,0.05,220,8,0.7619047619047619,0.7804878048780488,0.7710843373493976
NanoMGT,Escherichia coli,SRR26036455,0.05,220,9,0.7659574468085106,0.8780487804878049,0.8181818181818182
NanoMGT,Escherichia coli,SRR26036455,0.05,220,10,0.8222222222222222,0.902439024390244,0.8604651162790697
NanoMGT,Salmonella enterica,SRR27755678,0.05,220,1,0.5142857142857142,0.4,0.45
NanoMGT,Salmonella enterica,SRR27755678,0.05,220,2,0.6,0.6666666666666666,0.631578947368421
NanoMGT,Salmonella enterica,SRR27755678,0.05,220,3,0.6842105263157895,0.8666666666666667,0.7647058823529413
NanoMGT,Salmonella enterica,SRR27755678,0.05,220,4,0.7192982456140351,0.9111111111111112,0.803921568627451
NanoMGT,Salmonella enterica,SRR27755678,0.05,220,5,0.711864406779661,0.9333333333333332,0.8076923076923076
NanoMGT,Salmonella enterica,SRR27755678,0.05,220,6,0.6885245901639344,0.9333333333333332,0.7924528301886792
NanoMGT,Salmonella enterica,SRR27755678,0.05,220,7,0.6666666666666666,0.9777777777777776,0.7927927927927928
NanoMGT,Salmonella enterica,SRR27755678,0.05,220,8,0.6470588235294118,0.9777777777777776,0.7787610619469026
NanoMGT,Salmonella enterica,SRR27755678,0.05,220,9,0.6428571428571429,1.0,0.782608695652174
NanoMGT,Salmonella enterica,SRR27755678,0.05,220,10,0.625,1.0,0.7692307692307693
NanoMGT,Staphylococcus aureus,SRR28370694,0.05,220,1,0.6875,0.275,0.3928571428571429
NanoMGT,Staphylococcus aureus,SRR28370694,0.05,220,2,0.7647058823529411,0.325,0.456140350877193
NanoMGT,Staphylococcus aureus,SRR28370694,0.05,220,3,0.8461538461538461,0.55,0.6666666666666667
NanoMGT,Staphylococcus aureus,SRR28370694,0.05,220,4,0.8787878787878788,0.725,0.7945205479452054
NanoMGT,Staphylococcus aureus,SRR28370694,0.05,220,5,0.875,0.875,0.875
NanoMGT,Staphylococcus aureus,SRR28370694,0.05,220,6,0.875,0.875,0.875
NanoMGT,Staphylococcus aureus,SRR28370694,0.05,220,7,0.8809523809523809,0.925,0.902439024390244
NanoMGT,Staphylococcus aureus,SRR28370694,0.05,220,8,0.8809523809523809,0.925,0.902439024390244
NanoMGT,Staphylococcus aureus,SRR28370694,0.05,220,9,0.8809523809523809,0.925,0.902439024390244
NanoMGT,Staphylococcus aureus,SRR28370694,0.05,220,10,0.8809523809523809,0.925,0.902439024390244
NanoMGT,Salmonella enterica,SRR27136088,0.05,220,1,0.0,0.0,0.0
NanoMGT,Salmonella enterica,SRR27136088,0.05,220,2,0.2096774193548387,0.2888888888888888,0.2429906542056074
NanoMGT,Salmonella enterica,SRR27136088,0.05,220,3,0.296875,0.4222222222222222,0.3486238532110091
NanoMGT,Salmonella enterica,SRR27136088,0.05,220,4,0.3974358974358974,0.6888888888888889,0.5040650406504065
NanoMGT,Salmonella enterica,SRR27136088,0.05,220,5,0.4204545454545454,0.8222222222222222,0.556390977443609
NanoMGT,Salmonella enterica,SRR27136088,0.05,220,6,0.4431818181818182,0.8666666666666667,0.5864661654135338
NanoMGT,Salmonella enterica,SRR27136088,0.05,220,7,0.4444444444444444,0.8888888888888888,0.5925925925925926
NanoMGT,Salmonella enterica,SRR27136088,0.05,220,8,0.4835164835164835,0.9777777777777776,0.6470588235294118
NanoMGT,Salmonella enterica,SRR27136088,0.05,220,9,0.4943820224719101,0.9777777777777776,0.6567164179104478
NanoMGT,Salmonella enterica,SRR27136088,0.05,220,10,0.4891304347826087,1.0,0.6569343065693432
NanoMGT,Escherichia coli,SRR25689478,0.05,220,1,0.0,0.0,0.0
NanoMGT,Escherichia coli,SRR25689478,0.05,220,2,0.0,0.0,0.0
NanoMGT,Escherichia coli,SRR25689478,0.05,220,3,0.3157894736842105,0.1463414634146341,0.1999999999999999
NanoMGT,Escherichia coli,SRR25689478,0.05,220,4,0.4285714285714285,0.2926829268292683,0.3478260869565217
NanoMGT,Escherichia coli,SRR25689478,0.05,220,5,0.6470588235294118,0.5365853658536586,0.5866666666666668
NanoMGT,Escherichia coli,SRR25689478,0.05,220,6,0.6842105263157895,0.6341463414634146,0.6582278481012659
NanoMGT,Escherichia coli,SRR25689478,0.05,220,7,0.6666666666666666,0.7317073170731707,0.6976744186046511
NanoMGT,Escherichia coli,SRR25689478,0.05,220,8,0.6862745098039216,0.8536585365853658,0.7608695652173912
NanoMGT,Escherichia coli,SRR25689478,0.05,220,9,0.74,0.902439024390244,0.8131868131868132
NanoMGT,Escherichia coli,SRR25689478,0.05,220,10,0.7307692307692307,0.926829268292683,0.8172043010752689
NanoMGT,Salmonella enterica,SRR28399428,0.05,220,1,0.0188679245283018,0.0222222222222222,0.0204081632653061
NanoMGT,Salmonella enterica,SRR28399428,0.05,220,2,0.0727272727272727,0.0888888888888888,0.08
NanoMGT,Salmonella enterica,SRR28399428,0.05,220,3,0.21875,0.3111111111111111,0.2568807339449541
NanoMGT,Salmonella enterica,SRR28399428,0.05,220,4,0.2957746478873239,0.4666666666666667,0.3620689655172414
NanoMGT,Salmonella enterica,SRR28399428,0.05,220,5,0.3580246913580246,0.6444444444444445,0.4603174603174603
NanoMGT,Salmonella enterica,SRR28399428,0.05,220,6,0.3950617283950617,0.7111111111111111,0.5079365079365079
NanoMGT,Salmonella enterica,SRR28399428,0.05,220,7,0.4352941176470588,0.8222222222222222,0.5692307692307692
NanoMGT,Salmonella enterica,SRR28399428,0.05,220,8,0.4555555555555555,0.9111111111111112,0.6074074074074074
NanoMGT,Salmonella enterica,SRR28399428,0.05,220,9,0.4782608695652174,0.9777777777777776,0.6423357664233577
NanoMGT,Salmonella enterica,SRR28399428,0.05,220,10,0.4891304347826087,1.0,0.6569343065693432
NanoMGT,Escherichia coli,ERR12533301,0.05,220,1,0.1388888888888889,0.1219512195121951,0.1298701298701298
NanoMGT,Escherichia coli,ERR12533301,0.05,220,2,0.4629629629629629,0.6097560975609756,0.5263157894736843
NanoMGT,Escherichia coli,ERR12533301,0.05,220,3,0.532258064516129,0.8048780487804879,0.6407766990291263
NanoMGT,Escherichia coli,ERR12533301,0.05,220,4,0.5492957746478874,0.951219512195122,0.6964285714285714
NanoMGT,Escherichia coli,ERR12533301,0.05,220,5,0.582089552238806,0.951219512195122,0.7222222222222221
NanoMGT,Escherichia coli,ERR12533301,0.05,220,6,0.5735294117647058,0.951219512195122,0.7155963302752294
NanoMGT,Escherichia coli,ERR12533301,0.05,220,7,0.5735294117647058,0.951219512195122,0.7155963302752294
NanoMGT,Escherichia coli,ERR12533301,0.05,220,8,0.5571428571428572,0.951219512195122,0.7027027027027027
NanoMGT,Escherichia coli,ERR12533301,0.05,220,9,0.5714285714285714,0.975609756097561,0.7207207207207207
NanoMGT,Escherichia coli,ERR12533301,0.05,220,10,0.6153846153846154,0.975609756097561,0.7547169811320755
NanoMGT,Staphylococcus aureus,ERR8958843,0.05,220,1,0.0,0.0,0.0
NanoMGT,Staphylococcus aureus,ERR8958843,0.05,220,2,0.0,0.0,0.0
NanoMGT,Staphylococcus aureus,ERR8958843,0.05,220,3,0.2,0.1,0.1333333333333333
NanoMGT,Staphylococcus aureus,ERR8958843,0.05,220,4,0.4333333333333333,0.325,0.3714285714285714
NanoMGT,Staphylococcus aureus,ERR8958843,0.05,220,5,0.5555555555555556,0.5,0.5263157894736842
NanoMGT,Staphylococcus aureus,ERR8958843,0.05,220,6,0.625,0.625,0.625
NanoMGT,Staphylococcus aureus,ERR8958843,0.05,220,7,0.6190476190476191,0.65,0.6341463414634146
NanoMGT,Staphylococcus aureus,ERR8958843,0.05,220,8,0.6341463414634146,0.65,0.6419753086419754
NanoMGT,Staphylococcus aureus,ERR8958843,0.05,220,9,0.6875,0.825,0.75
NanoMGT,Staphylococcus aureus,ERR8958843,0.05,220,10,0.7142857142857143,0.875,0.7865168539325842
